Lat,Long_,Deaths,Case_Fatality_Ratio,Confirmed_Cases
23.8298,108.7881,2.0,0.0814000814,2457.0000000024565
26.8154,106.8748,2.0,0.1114827202,1793.9999996519641
19.1959,109.7453,6.0,0.05749329245,10435.999999857375
37.8957,114.9042,7.0,0.2378525314,2943.000000377545
47.862,127.7615,15.0,0.2366648462,6338.07692221592
33.882,113.614,23.0,0.2530531412,9088.999998550502
22.3,114.2,16.666666666666668,0.4471408855,3727.385977694645
30.9756,112.2707,10.333333333333334,6.552330056,157.70471336179185
27.6104,111.7088,4.0,0.1340931948,2982.999999340757
44.0935,113.9448,1.0,0.01191327138,8394.000003045343
32.9711,119.455,0.0,0.0,
27.614,115.7221,1.0,0.05073566717,1971.0000001563003
43.6661,126.1923,5.0,0.01235025318,40485.00000062347
41.2956,122.6085,2.0,0.064808814,3085.99999993828
22.1667,113.55,61.0,0.8285532186,7362.230769324779
37.2692,106.1655,0.0,0.0,
35.7452,95.9956,0.0,0.0,
35.1917,108.8701,5.0,0.05367686527,9315.000000185368
36.3427,118.1498,9.0,0.1667708985,5396.624999295066
31.202,121.4491,5.0,0.9094660899,549.7731092480615
37.5777,112.2922,1.0,0.0,
30.6171,102.7103,11.0,0.04158695833,26450.599999915885
39.3054,117.323,3.0,0.1029866117,2913.000001144809
31.6927,88.0924,0.0,0.0,
41.1129,85.2401,3.0,0.1139817629,2632.000000414101
24.974,101.487,2.0,0.03596475454,5561.000000085084
29.1832,120.0934,1.0,0.01603849238,6235.000000667144
-1.4429,-71.5724,3.25,3.382259094,96.08962263610665
7.1986,-75.3412,5.5,1.957077434,281.03129209142986
7.0762,-70.7105,7.75,3.313588646,233.88539821789337
10.6966,-74.8741,10.0,2.449043137,408.32273833484544
8.6704,-74.03,12.25,1.610896052,760.4463357391107
5.4545,-73.362,14.5,2.222564973,652.3993753230089
5.2983,-75.2479,16.75,2.147090337,780.1255360034719
4.711,-74.0721,19.0,1.604553561,1184.1299948976898
0.8699,-73.8419,21.25,4.063707694,522.9214697547092
5.7589,-71.5724,23.5,2.385607224,985.0741464723196
2.705,-76.826,25.75,2.420727397,1063.7298537584982
9.3373,-73.6536,28.0,2.462521864,1137.0457419824963
5.2528,-76.826,30.25,2.274896596,1329.7307690023904
8.0493,-75.574,32.5,3.234137849,1004.9045995379895
5.026,-74.03,34.75,2.243005999,1549.2602345019407
2.5854,-68.5247,37.0,1.324740422,2793.000001022087
1.0654,-73.2603,105.0,1.851525304,5671.000000548737
2.5359,-75.5277,110.1,3.474592708,3168.716717401227
11.3548,-72.5205,115.2,2.66214074,4327.344466393614
10.4113,-74.4057,120.3,3.105083363,3874.292118320818
3.272,-73.0877,125.4,2.417668219,5186.815916861751
1.2892,-77.3579,130.5,3.140687228,4155.141551077114
7.9463,-72.8988,135.6,4.147790033,3269.210806746736
0.436,-75.5277,140.7,3.610488262,3896.979848428046
4.461,-75.6674,145.8,2.85267361,5110.994804624705
5.3158,-75.9928,150.9,2.280204508,6617.827456729156
12.5567,-81.7185,156.0,1.507974867,10345.00000058688
6.6437,-73.6536,129.2,2.828662423,4567.529831395508
8.814,-74.7233,102.4,2.60117761,3936.6785107765095
4.0925,-75.1545,75.6,3.21102723,2354.3867611487053
3.8009,-76.6413,48.8,2.710926207,1800.1227725782946
0.8554,-70.812,22.0,1.12244898,1959.9999992872729
4.4234,-69.2878,64.0,1.844912078,3469.0000007686003
-11.6455,43.3333,161.0,1.792274296,8982.999999459904
-0.228,15.8277,146.22222222222223,1.521182266,9612.406447960933
-4.0383,21.7587,131.44444444444446,1.536149958,8556.745632801329
9.7489,-83.7534,116.66666666666666,0.7785972737,14984.212070542042
7.54,-5.5471,101.88888888888889,0.9460027971,10770.463808482631
45.1,15.2,87.11111111111111,1.395194383,6243.654086665794
21.521757,-77.781167,72.33333333333333,0.7670401154,9430.18909716509
35.1264,33.4299,57.55555555555554,0.199331021,28874.359478425362
49.8175,15.473,42.77777777777777,0.9203779644,4647.848974270572
61.8926,-6.9118,28.0,0.08078942813,34657.999998396575
71.7069,-42.6043,21.0,0.1754239412,11970.999999400312
56.2639,9.5018,105.0,0.2318083914,45296.030642314356
11.8251,42.5903,189.0,1.20458891,15690.000001743334
15.415,-61.371,74.0,0.4695431472,15760.000000272606
18.7357,-70.1627,95.8,0.6653887075,14397.599316035883
-1.8312,-78.1834,117.6,3.454231434,3404.5199995131534
26.820553,30.802498,139.4,4.809898283,2898.1901861145866
13.7942,-88.8965,161.2,2.096290606,7689.77352370008
1.6508,10.2679,183.0,1.064820202,17186.000007914954
15.1794,39.7823,103.0,1.010894101,10189.000004858075
58.5953,25.0136,111.5,0.468935474,23777.258531735646
-26.5225,31.4659,120.0,1.92073912,6247.594936265993
9.145,40.4897,128.5,1.519103143,8458.938459322244
-17.7134,178.065,137.0,1.281454545,10690.976167242827
61.92411,25.748151,145.5,0.5515903505,26378.271459627354
4.0,-53.0,154.0,0.4199062107,36674.856450271596
-17.6797,-149.4068,162.5,0.83251023,19519.279660983866
16.265,-61.551,171.0,0.4995299718,34232.18018006422
14.6415,-61.0242,179.5,0.4790254341,37471.914270532885
-12.8275,45.166244,188.0,0.4476936632,41993.000002775116
-20.904305,165.618042,127.33333333333334,0.39444263,32281.838637302804
-21.1151,55.5364,66.66666666666667,0.1861673163,35810.080948492825
17.9,-62.8333,6.0,0.1110699741,5401.9999992059065
46.8852,-56.3159,2.0,0.0597193192,3348.9999999866036
18.0708,-63.0501,63.0,0.5172413793,12180.000000243599
-14.2938,-178.1165,7.0,0.204260286,3426.9999994027226
46.2276,2.2137,13.5,0.4144839795,3257.0619535851088
-0.8037,11.6094,20.0,0.6247447938,3201.3071895085873
13.4432,-15.3101,26.5,2.955665025,896.5833332212604
42.3154,43.3569,33.0,0.9339771709,3533.2769395423775
48.6616,9.3501,39.5,0.3744630691,10548.436751035539
48.7904,11.4979,46.0,0.4172347054,11024.969736374187
52.52,13.405,52.5,0.3774775517,13908.111823752723
52.4125,12.5316,59.0,0.5775914573,10214.83251774541
53.0793,8.8017,65.5,0.3120521783,20990.079401730618
53.5511,9.9937,72.0,0.4265362449,16880.15986000912
50.6521,9.1624,78.5,0.4173689843,18808.29744252752
53.6127,12.4296,85.0,0.3820203554,22250.123271834433
52.6367,9.8451,91.5,0.3294732912,27771.598622377194
51.4332,7.6616,98.0,0.3842567367,25503.781883337895
50.1183,7.309,104.5,0.387604531,26960.469148901673
49.3964,7.023,111.0,0.4208017073,26378.219972588027
51.1045,13.2017,117.5,0.8574446032,13703.509190154991
51.9503,11.6923,124.0,0.6497376891,19084.624777079138
54.2194,9.6961,130.5,0.2878785789,45331.6118547784
51.011,10.8453,137.0,0.9279015361,14764.497596998859
7.9465,-1.0232,143.5,0.8540613217,16802.072211204315
39.0742,21.8243,150.0,0.6268195276,23930.33295792937
12.1165,-61.679,156.5,1.210579858,12927.689071132721
15.7835,-90.2308,163.0,1.658438721,9828.521122668602
9.9456,-9.6966,169.5,1.219576027,13898.272534673231
11.8037,-15.1804,176.0,1.967139823,8947.000001839728
4.860416,-58.93018,117.33333333333334,1.783811461,6577.675718461668
18.9712,-72.2852,58.66666666666667,2.536573856,2312.831007380164
41.9029,12.4534,0.0,0.0,
15.2,-86.2419,32.25,2.370516778,1360.462845034544
47.1625,19.5033,64.5,2.218622245,2907.209649833832
64.9631,-19.0208,96.75,0.1099386456,88003.63099979832
11.225999,92.968178,129.0,1.200334977,10747.000001816992
15.9129,79.74,111.14285714285714,0.6298654466,17645.49202417816
27.768456,96.384277,93.28571428571428,0.4425109507,21080.99565403914
26.357149,92.830441,75.42857142857143,1.076933387,7004.0145787189185
25.679658,85.60484,57.57142857142857,1.444910865,3984.4276879618155
30.733839,76.768278,39.71428571428571,1.18869083,3341.0105228359257
21.264705,82.035366,21.85714285714286,1.201094621,1819.768607317979
20.194742,73.080901,4.0,0.03450953326,11590.999999517235
28.646519,77.10898,8.363636363636363,1.321260431,633.0043772904271
15.359682,74.057396,12.727272727272727,1.548906541,821.6940396581828
22.694884,71.590923,17.09090909090909,0.8643624828,1977.284927446771
29.20004,76.332824,21.454545454545453,1.013980322,2115.873946372842
31.927213,77.233081,25.818181818181817,1.347461476,1916.0608505724592
33.75943,76.612638,30.18181818181818,0.9980664418,3024.0289541631773
23.654536,85.557631,34.54545454545455,1.204549768,2867.9142583550392
14.70518,76.166436,38.90909090909091,0.9898471174,3930.818226888631
10.450898,76.405749,43.272727272727266,1.047949768,4129.274951347407
34.1526,77.5771,47.63636363636363,0.7853670146,6065.490751559714
13.6999972,72.1833326,52.0,0.4555409549,11414.999999597181
23.541513,78.289633,53.98,1.021499261,5284.389530263204
19.449759,76.108221,55.96,1.824038541,3067.91763124264
24.738975,93.882541,57.94,1.535833738,3772.5437699689337
25.536934,91.278882,59.92,1.6779633,3570.9958614708676
23.309381,92.83822,61.9,0.3038114528,20374.478785942592
26.06702,94.470302,63.879999999999995,2.173067304,2939.6236316479963
20.505428,84.418059,65.86,0.6887036883,9562.893464759742
11.882658,78.86498,67.84,1.12515738,6029.378752330629
30.841465,75.40879,69.82,2.455767789,2843.102687181634
26.583423,73.847973,71.8,0.7337805089,9784.942381153509
27.571671,88.472712,73.78,1.125927932,6552.817272144911
11.006091,78.400624,75.75999999999999,1.05854035,7157.025237630289
18.1124,79.0193,77.74,0.4885997357,15910.774058979909
23.746783,91.743565,79.72,0.8700964511,9162.202638479419
26.925425,80.560982,81.7,1.110504424,7357.017066687526
30.156447,79.197608,83.68,1.724920563,4851.237894367893
23.814082,87.979803,85.66,1.016311872,8428.515139888084
-0.7893,113.9213,87.64,2.390127367,3666.7501995930243
32.427908,53.688046,89.62,1.913578198,4683.372756528448
33.223191,43.679291,91.6,1.029184217,8900.253082680143
53.1424,-7.6921,93.58,0.492311289,19008.29862952828
31.046051,34.851612,95.56,0.2531252124,37752.067087253134
42.35122196,13.39843823,97.53999999999999,0.6026381951,16185.499159045916
40.63947052,15.80514834,99.52,0.5146714452,19336.608029871713
38.90597598,16.59440194,101.5,0.5209535482,19483.502963115054
40.83956555,14.25084984,103.47999999999999,0.4796777204,21572.81766468301
44.49436681,11.3417208,105.46000000000001,0.8994364153,11725.120109221356
45.6494354,13.76813649,107.44,1.034361913,10387.080058698952
41.89277044,12.48366722,109.42,0.5397058545,20274.006495884696
44.41149315,8.9326992,111.4,0.8836215152,12607.207733594581
45.46679409,9.190347404,113.38,1.100764757,10300.111743130597
43.61675973,13.5188753,115.36,0.6093239947,18932.456460507085
41.55774754,14.65916051,117.34,0.7074122759,16587.215687021413
46.49933453,11.35662422,119.32,0.5517446033,21625.947818310087
46.06893511,11.12123097,121.3,0.6785806355,17875.546936381743
45.0732745,7.680687483,123.28,0.8104405297,15211.480112628922
41.12559576,16.86736689,125.26,0.5909159919,21197.598595571195
39.21531192,9.110616306,127.24,0.5746688536,22141.447061713527
38.11569725,13.3623567,129.22,0.7004857572,18447.198771966694
43.76923077,11.25588885,131.2,0.7246918049,18104.24777993788
43.10675841,12.38824698,133.18,0.546746984,24358.61630651446
45.73750286,7.320149366,135.16,1.12754898,11987.062415683264
45.43490485,12.33845213,137.14,0.6178003172,22198.110972416962
18.1096,-77.2975,139.12,2.267149243,6136.340623783099
35.035551,137.211621,141.1,0.1886181586,74807.21954201073
39.748679,140.408228,143.07999999999998,0.2681039555,53367.3588415222
40.781541,140.828896,145.06,0.2128932228,68137.44378151244
35.510141,140.198917,147.04,0.2324072408,63268.252526837794
33.624835,132.856842,149.01999999999998,0.1733283295,85975.55888865818
35.846614,136.224654,151.0,0.08693549501,173692.00000831744
33.526032,130.666949,152.3548387096774,0.1704260147,89396.46859540007
37.378867,140.223295,153.70967741935485,0.1301062391,118141.66521346697
35.778671,137.055925,155.06451612903226,0.1907918953,81274.16307973134
36.504479,138.985605,156.41935483870967,0.2139972587,73094.09278835294
34.605309,132.788719,157.7741935483871,0.1531549929,103016.03007575673
43.385711,142.552318,159.1290322580645,0.3285971393,48426.785636981505
35.039913,134.828057,160.48387096774192,0.25196264,63693.51859773413
36.303588,140.319591,161.83870967741936,0.1814142639,89209.47349907878
36.769464,136.771027,163.19354838709677,0.1647894403,99031.55693107647
39.593287,141.361777,164.5483870967742,0.2122137554,77538.98270478191
34.217292,133.969047,165.90322580645162,0.211371301,78489.00253798012
31.009484,130.430665,167.25806451612902,0.1647018495,101552.02568999022
35.415312,139.338983,168.61290322580646,0.1790616928,94164.69854003662
33.422519,133.367307,169.96774193548387,0.301481097,56377.57843752436
32.608154,130.745231,171.32258064516128,0.1972990885,86833.94431655535
35.253815,135.443341,172.67741935483872,0.2171257749,79528.7521411806
34.508018,136.376013,174.03225806451613,0.1900869271,91554.03831267265
38.446859,140.927086,175.38709677419354,0.1577534219,111177.99833551094
32.193204,131.299374,176.74193548387098,0.1958304891,90252.51190258656
36.132134,138.045528,178.09677419354838,0.171936217,103583.04800526603
33.235712,129.608033,179.4516129032258,0.1515358314,118421.90143764626
34.317451,135.871644,180.80645161290323,0.2205444918,81981.8487132596
37.521819,138.918647,182.16129032258064,0.07094899887,256749.627512511
33.200697,131.43324,183.51612903225805,0.1966163156,93337.18235551051
34.89246,133.826252,184.8709677419355,0.1460136812,126612.08608850243
25.768923,126.668016,186.2258064516129,0.1531362748,121607.89903948539
34.620965,135.507481,187.5806451612903,0.280949915,66766.57836372376
33.286977,130.115738,188.93548387096774,0.1563295606,120857.17067573447
35.997101,139.347635,190.29032258064515,0.1819102982,104606.67948080202
35.215827,136.138064,191.64516129032256,0.1507594894,127119.79992307042
35.07076,132.554064,193.0,0.1379546965,139901.0000359067
34.916975,138.407784,186.6,0.1339325995,139323.80965994764
36.689912,139.819213,180.2,0.2173925084,82891.54089359594
33.919178,134.242091,173.8,0.2142280009,81128.51693982269
35.711343,139.446921,167.4,0.1701324848,98393.9076636586
35.359069,133.863619,161.0,0.14069614,114431.0000260135
36.637464,137.269346,144.55555555555554,0.124405805,116196.7928711651
33.911879,135.505446,128.11111111111111,0.1957144079,65458.19108860361
38.448396,140.102154,111.66666666666667,0.154287517,72375.69755346226
34.20119,131.573293,95.22222222222223,0.2154438381,44198.164617743234
35.612364,138.611489,78.77777777777779,0.1638130147,48090.060439976616
31.24,36.51,62.33333333333334,0.8083585719,7711.0994427661535
48.0196,66.9237,45.8888888888889,1.280516238,3583.6241296370736
-0.0236,37.9062,29.444444444444457,1.660657197,1773.0597559590415
-3.3704,-168.734,13.0,0.3790087464,3429.9999995989538
40.3399,127.5101,6.0,600.0,1.0
35.907757,127.766922,13.454545454545453,0.1104134444,12185.604323512485
42.602636,20.902977,20.909090909090907,1.17595211,1778.0563282539547
29.31166,47.481766,28.363636363636363,0.3877799522,7314.363778405861
41.20438,74.766098,35.81818181818181,1.447956353,2473.70590584244
19.85627,102.495496,43.27272727272727,0.3479697937,12435.77116640032
56.8796,24.6032,50.72727272727273,0.6327561379,8016.875647485162
33.8547,35.8623,58.18181818181818,0.8786975524,6621.370234036193
-29.61,28.2336,65.63636363636363,2.078183386,3158.352822880455
6.428055,-9.429499,73.0909090909091,3.65535248,1999.5584417869627
26.3351,17.228331,80.54545454545455,1.269242221,6345.948252650708
47.14,9.55,88.0,0.4132231405,21295.999999787044
55.1694,23.8813,97.08333333333333,0.7358693469,13193.012284356822
49.8153,6.1296,106.16666666666667,0.3796902443,27961.38912191342
-18.766947,46.869107,115.25,2.09298893,5506.47919575953
-13.2543,34.3015,124.33333333333334,3.043527545,4085.1719425898395
1.4854,103.7618,133.41666666666669,1.1805868,11300.877382896937
6.1184,100.3685,142.5,0.8589477654,16590.065861995667
6.1254,102.2381,151.58333333333334,0.5478882831,27666.83245636529
2.1896,102.2501,160.66666666666669,0.8306487928,19342.310259078567
2.7258,101.9424,169.75,0.6643221702,25552.36113057845
3.8126,103.3256,178.83333333333334,0.564070517,31704.07386020733
4.5921,101.0901,187.91666666666669,0.8878344051,21165.733788554968
6.4449,100.2048,197.0,1.038755602,18965.00000776891
5.4141,100.3288,191.42857142857142,0.6712567907,28517.934429973644
5.9788,116.0753,185.85714285714286,0.7867663877,23622.913454713016
1.5533,110.3592,180.28571428571428,0.5510714076,32715.49055155775
3.0738,101.5183,174.71428571428572,0.7084957374,24659.892288899708
5.3117,103.1324,169.14285714285714,0.6764085568,25006.019726162212
3.139,101.6869,163.57142857142856,0.6105623646,26790.29007603338
5.2831,115.2308,158.0,0.6893843536,22918.99999977023
2.9264,101.6964,31.0,0.09632115337,32183.999999376254
3.2028,73.2207,27.5,0.1674807343,16419.799038342288
17.570692,-3.996166,24.0,2.267248482,1058.5518169066747
35.9375,14.3754,20.5,0.7020133537,2920.172371644161
7.1315,171.1845,17.0,0.109296644,15553.999992900057
21.0079,-10.9408,18.17142857142857,1.571935357,1155.9908294262364
-20.348404,57.552152,19.34285714285714,0.3573206103,5413.305749874664
21.8853,-102.2916,20.514285714285712,4.170920735,491.840699396214
30.8406,-115.2838,21.685714285714287,7.314309201,296.48342296972424
26.0444,-111.6661,22.857142857142858,2.193482947,1042.0478941221902
19.8301,-90.5349,24.02857142857143,5.215275093,460.73449626507414
16.7569,-93.1292,25.200000000000003,4.47942111,562.5726936845195
28.633,-106.0691,26.371428571428574,5.971348318,441.63272961208247
19.4326,-99.1332,27.542857142857144,2.435596798,1130.8463357101664
27.0587,-101.7068,28.714285714285715,4.921771355,583.4136460872982
19.1223,-104.0072,29.885714285714286,3.292706179,907.6338021387205
24.5593,-104.6588,31.057142857142857,4.607683644,674.0294094969958
21.019,-101.2574,32.22857142857143,4.242313734,759.6932581924747
17.4392,-99.5451,33.400000000000006,5.843287839,571.5960075948606
20.0911,-98.7624,34.57142857142857,7.004562327,493.5558705526608
20.6595,-103.3494,35.74285714285715,6.933562305,515.5049535948051
19.4969,-99.7233,36.91428571428571,6.682987695,552.3620182916665
19.5665,-101.7068,38.08571428571429,8.094929065,470.4885488173736
18.6813,-99.1013,39.25714285714286,5.770889919,680.2615091979692
21.7514,-104.8455,40.42857142857143,4.448213602,908.8720786788205
25.5922,-99.9962,41.6,3.800403002,1094.620754117592
17.0732,-96.7266,42.77142857142857,4.194232847,1019.7676221533957
19.0414,-98.2063,43.94285714285714,7.86315998,558.8447552208793
20.5888,-100.3899,45.114285714285714,3.534649008,1276.3441465384026
19.1817,-88.4791,46.28571428571429,3.78771102,1221.9969802689511
22.1565,-100.9855,47.457142857142856,3.096631641,1532.5407849225955
25.1721,-107.4795,48.62857142857143,5.54978384,876.2246031652908
29.2972,-110.3309,49.800000000000004,5.190741384,959.4005232760023
17.8409,-92.6189,50.971428571428575,2.794194472,1824.1904449458295
24.2669,-98.8363,52.142857142857146,4.56701826,1141.7264870505935
19.3139,-98.2404,53.31428571428572,5.457943272,976.8200777717009
19.1738,-96.1342,54.48571428571429,7.472434155,729.1561645846886
20.7099,-89.0943,55.65714285714286,4.91516579,1132.3553514792604
22.7709,-102.5832,56.82857142857143,4.872168925,1166.3916482241311
7.4256,150.5508,58.0,0.2612259605,22202.999996242717
47.4116,28.3699,61.5,1.99911545,3076.3605973832077
43.7333,7.4167,65.0,0.4070641283,15967.999998294126
46.8625,103.8467,54.333333333333336,0.2120263405,25625.746878998434
42.708678,19.37439,43.66666666666667,0.979655734,4457.348142941271
31.7917,-7.0926,33.0,1.281337529,2575.433814519921
-18.665695,35.529562,22.333333333333336,0.9654933541,2313.1524664042568
-22.9576,18.4904,11.666666666666671,2.397016941,486.71607059228836
-0.5228,166.9315,1.0,0.02164033759,4620.999999843348
28.1667,84.25,13.666666666666666,1.200684907,1138.2392322073774
12.5211,-69.9683,26.333333333333332,0.6399707442,4114.771428536394
12.1784,-68.2385,39.0,0.3328781154,11715.999999920692
12.1696,-68.99,43.54545454545455,0.6501978863,6697.261781832794
52.862485,6.618435,48.09090909090909,0.2152123599,22345.793296098273
52.550383,5.515162,52.63636363636364,0.1746639895,30135.784592486732
53.087337,5.7925,57.18181818181819,0.2135421301,26777.768937230518
52.061738,5.939114,61.727272727272734,0.281490565,21928.718188928546
53.217922,6.741514,66.27272727272728,0.1398643924,47383.559271607206
51.209227,5.93387,70.81818181818181,0.3917041703,18079.506726707375
51.561174,5.184942,75.36363636363637,0.2908516657,25911.364881564914
52.600906,4.918688,79.9090909090909,0.2489025371,32104.57066453539
52.444558,6.441722,84.45454545454547,135.7957084,62.192352357539946
18.0425,-63.0548,89.0,0.8092380433,10997.999999736296
52.084251,5.163824,67.0,0.2240344625,29906.113216844933
51.47936,3.861559,45.0,0.223512143,20133.13433266129
51.937835,4.462114,23.0,0.2948244101,7801.253631678173
-21.2367,-159.7777,1.0,0.01565190171,6388.999998390612
-19.0544,-169.8672,0.0,0.0,
-40.9006,174.886,19.1,0.1101037554,17347.273878725486
12.865416,-85.207229,38.2,1.59453303,2395.685713703905
17.607789,8.081666,57.300000000000004,3.314683838,1728.6716561955252
